"id","Moves_identifier","identifier","power","pp","accuracy","priority","Move_targets_identifier","Move_damage_classes_identifier","short_effect","effect","effect_chance","Move_meta_categories_identifier","Move_meta_ailments_identifier","min_hits","max_hits","min_turns","max_turns","drain","healing","crit_rate","ailment_chance","flinch_chance","stat_chance","flavor_text","stat_id","effectivity","flags","change"
241,"sunny-day","fire",,5,,0,"entire-field","status","Changes the weather to sunny for five turns.","Changes the weather to sunshine for five turns, during which []{type:fire} moves inflict 50% extra damage, and []{type:water} moves inflict half damage.

If the user is holding []{item:heat-rock}, this effect lasts for eight turns.

Pokémon cannot be",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user intensifies the sun
for five turns, powering up
Fire-type moves.",,,,
242,"crunch","dark","80",15,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to lower the target's Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.","20","damage+lower","none",,,,,0,0,0,0,0,20,"The user crunches up the target
with sharp fangs. This may also lower
the target’s Defense stat.","3",,,"-1"
243,"mirror-coat","psychic",,20,"100",-5,"specific-move","special","Inflicts twice the damage the user received from the last special hit it took.","Targets the last opposing Pokémon to hit the user with a [special]{mechanic:special} move this turn.  Inflicts twice the damage that move did to the user.  If there is no eligible target, this move will [fail]{mechanic:fail}.  Type immunity applies, but",,"damage","none",,,,,0,0,0,0,0,0,"A retaliation move that counters any
special attack, inflicting double the
damage taken.",,,,
244,"psych-up","normal",,10,,0,"selected-pokemon","status","Discards the user's stat changes and copies the target's.","Discards the user's [stat changes]{mechanic:stat-changes} and copies the target's.

This move cannot be copied by []{move:mirror-move}.",,"unique","none",,,,,0,0,0,0,0,0,"The user hypnotizes itself into
copying any stat change made
by the target.",,,,
245,"extreme-speed","normal",80,5,100,2,"selected-pokemon","physical","User swaps Defense and Special Defense changes with the target.","User swaps its [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} modifiers with the target.",,"damage",none,,,,,0,0,0,0,0,0,"The user charges the target at blinding
speed. This move always goes first.",,,,
246,"ancient-power","rock","60",5,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to raise all of the user's stats by one stage.","Inflicts [regular damage]{mechanic:regular-damage}. Has a $effect_chance% chance to raise all of the user's stats one [stage]{mechanic:stage}.","10","damage+raise","none",,,,,0,0,0,0,0,10,"The user attacks with a prehistoric power.
This may also raise all the user’s stats
at once.","6",,,"1"
247,"shadow-ball","ghost","80",15,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","20","damage+lower","none",,,,,0,0,0,0,0,20,"The user hurls a shadowy blob at the
target. This may also lower the target’s
Sp. Def stat.","5",,,"-1"
248,"future-sight","psychic","120",10,"100",0,"selected-pokemon","special","Hits the target two turns later.","Inflicts [typeless]{mechanic:typeless} [regular damage]{mechanic:regular-damage} at the end of the third turn, starting with this one.  This move cannot score a [critical hit]{mechanic:critical-hit}.  If the target [switches out]{mechanic:switches-out}, i",,"unique","none",,,,,0,0,0,0,0,0,"Two turns after this move is used,
a hunk of psychic energy
attacks the target.",,,,
249,"rock-smash","fighting","40",15,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to lower the target's Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.","50","damage+lower","none",,,,,0,0,0,0,0,50,"The user attacks with a punch.
This may also lower the target’s Defense stat.
This move can also shatter rocks in the field.","3",,,"-1"
250,"whirlpool","water","35",15,"85",0,"selected-pokemon","special","Prevents the target from leaving battle and inflicts 1/16 its max HP in damage for 2-5 turns.","Inflicts [regular damage]{mechanic:regular-damage}.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the [","100","damage+ailment","trap",,,"5","6",0,0,0,100,0,0,"The user traps the target in a violent swirling
whirlpool for four to five turns.",,,,
251,"beat-up","dark",,10,"100",0,"selected-pokemon","physical","Hits once for every conscious Pokémon the trainer has.","Inflicts [typeless]{mechanic:typeless} [regular damage]{mechanic:regular-damage}.  Every Pokémon in the user's party, excepting those that have fainted or have a [major status effect]{mechanic:major-status-effect}, attacks the target.  Calculated stats a",,"damage","none","6","6",,,0,0,0,0,0,0,"The user gets all party Pokémon to attack
the target. The more party Pokémon,
the greater the number of attacks.",,,,
252,"fake-out","normal","40",10,"100",3,"selected-pokemon","physical","Can only be used as the first move after the user enters battle.  Causes the target to flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Causes the target to []{mechanic:flinch}.  Can only be used on the user's first turn after entering the [field]{mechanic:field}.","100","damage","none",,,,,0,0,0,0,100,0,"An attack that hits first and makes the
target flinch. It only works the first turn
the user is in battle.",,,,
253,"uproar","normal","90",10,"100",0,"random-opponent","special","Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.","Inflicts [regular damage]{mechanic:regular-damage}.  User is forced to use this move for 2–5 turns, selected at random.  All Pokémon on the [field]{mechanic:field} wake up, and none can fall to [sleep]{mechanic:sleep} until the lock-in ends.

Pokémo",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks in an uproar for
three turns. During that time,
no one can fall asleep.",,,,
254,"stockpile","normal",,20,,0,"user","status","Stores energy up to three times for use with Spit Up and Swallow.","Raises the user's [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage} each.  Stores energy for use with []{move:spit-up} and []{move:swallow}.  Up to three levels of energy can be stored, and all are",,"unique","none",,,,,0,0,0,0,0,0,"The user charges up power and raises
both its Defense and Sp. Def stats.
The move can be used three times.",,,,
255,"spit-up","normal",,10,"100",0,"selected-pokemon","special","Power is 100 times the amount of energy Stockpiled.","Inflicts [regular damage]{mechanic:regular-damage}.  Power is equal to 100 times the amount of energy stored by []{move:stockpile}.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user's [Defense]{mechanic:defense} an",,"damage","none",,,,,0,0,0,0,0,0,"The power stored using the move Stockpile
is released at once in an attack. The more
power is stored, the greater the move’s power.",,,,
256,"swallow","normal",,10,,0,"user","status","Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.","Heals the user depending on the amount of energy stored by []{move:stockpile}: 1/4 its max [HP]{mechanic:hp} after one use, 1/2 its max [HP]{mechanic:hp} after two uses, or fully after three uses.  Stored energy is consumed, and the user's [Defense]{mecha",,"heal","none",,,,,0,25,0,0,0,0,"The power stored using the move Stockpile
is absorbed by the user to heal its HP.
Storing more power heals more HP.",,,,
257,"heat-wave","fire","95",10,"90",0,"all-opponents","special","Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","10","damage+ailment","burn",,,,,0,0,0,10,0,0,"The user attacks by exhaling hot breath
on the opposing Pokémon. This may also leave
those Pokémon with a burn.",,,,
258,"hail","ice",,10,,0,"entire-field","status","Changes the weather to a hailstorm for five turns.","Changes the weather to hail for five turns, during which non-[]{type:ice} Pokémon are damaged for 1/16 their max [HP]{mechanic:hp} at the end of every turn.

If the user is holding []{item:icy-rock}, this effect lasts for eight turns.

[]{move:blizza",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user summons a hailstorm lasting five
turns. It damages all Pokémon except the
Ice type.",,,,
259,"torment","dark",,15,"100",0,"selected-pokemon","status","Prevents the target from using the same move twice in a row.","Prevents the target from attempting to use the same move twice in a row.  When the target leaves the [field]{mechanic:field}, this effect ends.

If the target is forced to attempt a repeated move due to []{item:choice-band}, []{item:choice-scarf}, []{it",,"ailment","torment",,,,,0,0,0,0,0,0,"The user torments and enrages the
target, making it incapable of using
the same move twice in a row.",,,,
260,"flatter","dark",,15,"100",0,"selected-pokemon","status","Raises the target's Special Attack by one stage and confuses the target.","Raises the target's [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage}, then [confuses]{mechanic:confuses} it.",,"swagger","confusion",,,"2","5",0,0,0,0,0,0,"Flattery is used to confuse the target.
However, this also raises the target’s
Sp. Atk stat.","4",,,"1"
261,"will-o-wisp","fire",,15,"85",0,"selected-pokemon","status","Burns the target.","[Burns]{mechanic:burns} the target.",,"ailment","burn",,,,,0,0,0,0,0,0,"The user shoots a sinister, bluish-white
flame at the target to inflict a burn.",,,,
262,"memento","dark",,10,"100",0,"selected-pokemon","status","Lowers the target's Attack and Special Attack by two stages.  User faints.","Lowers the target's [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.  User faints.",,"unique","none",,,,,0,0,0,0,0,0,"The user faints when using this move.
In return, this harshly lowers the target’s
Attack and Sp. Atk stats.",,,,
263,"facade","normal","70",20,"100",0,"selected-pokemon","physical","Power doubles if user is burned, paralyzed, or poisoned.","Inflicts [regular damage]{mechanic:regular-damage}.  If the user is [burned]{mechanic:burned}, [paralyzed]{mechanic:paralyzed}, or [poisoned]{mechanic:poisoned}, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"An attack move that doubles its power if
the user is poisoned, burned, or
has paralysis.",,,,
264,"focus-punch","fighting","150",20,"100",-3,"selected-pokemon","physical","If the user takes damage before attacking, the attack is canceled.","Inflicts [regular damage]{mechanic:regular-damage}.  If the user takes damage this turn before hitting, this move will [fail]{mechanic:fail}.

This move cannot be copied by []{move:mirror-move}, nor selected by []{move:assist}, []{move:metronome}, or []",,"damage","none",,,,,0,0,0,0,0,0,"The user focuses its mind before
launching a punch. This move fails
if the user is hit before it is used.",,,,
265,"smelling-salts","normal","70",10,"100",0,"selected-pokemon","physical","If the target is paralyzed, inflicts double damage and cures the paralysis.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [paralyzed]{mechanic:paralyzed}, this move has double power, and the target is cured of its [paralysis]{mechanic:paralysis}.",,"damage","none",,,,,0,0,0,0,0,0,"This attack inflicts double damage on a
target with paralysis. This also cures the
target’s paralysis, however.",,,,
266,"follow-me","normal",,20,,2,"user","status","Redirects the target's single-target effects to the user for this turn.","Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user.  If both Pokémon on the same side of the [field]{mechanic:field} use this move on the same turn, the Pokémon that uses it last wi",,"unique","none",,,,,0,0,0,0,0,0,"The user draws attention to itself,
making all targets take aim
only at the user.",,,,
267,"nature-power","normal",,20,,0,"selected-pokemon","status","Uses a move which depends upon the terrain.","Uses another move chosen according to the terrain.

Terrain                   | Selected move
------------------------- | ------------------
Building                  | []{move:tri-attack}
Cave                      | []{move:rock-slide}
Deep water",,"unique","none",,,,,0,0,0,0,0,0,"An attack that makes use of nature’s
power. Its effects vary depending on the
user’s environment.",,,,
